area_type,availability,location,size(BHK),total_sqft,bath,balcony,price,price_per_sqft
Built-up  Area,Ready To Move,Marathahalli,2.0,1170.0,2.0,3.0,53.0,4529.91452991453
Super built-up  Area,Ready To Move,Marathahalli,2.0,1019.0,2.0,2.0,49.86,4893.032384690873
Super built-up  Area,Ready To Move,Marathahalli,2.0,1325.0,2.0,2.0,71.55,5400.0
Super built-up  Area,Ready To Move,Marathahalli,2.0,1220.0,2.0,1.0,56.5,4631.147540983607
Super built-up  Area,Under Construction,Marathahalli,2.0,1152.0,2.0,1.0,56.0,4861.111111111111
Super built-up  Area,Ready To Move,Marathahalli,3.0,1610.0,3.0,1.0,90.0,5590.062111801242
Super built-up  Area,Under Construction,Marathahalli,2.0,1146.0,2.0,1.0,70.0,6108.202443280978
Super built-up  Area,Under Construction,Marathahalli,3.0,1469.0,3.0,1.0,89.0,6058.543226684819
Super built-up  Area,Ready To Move,Marathahalli,2.0,957.0,2.0,1.0,46.9,4900.73145245559
Super built-up  Area,Ready To Move,Marathahalli,3.0,1583.0,3.0,3.0,105.0,6632.975363234365
Super built-up  Area,Ready To Move,Marathahalli,2.0,1071.0,2.0,2.0,52.25,4878.618113912232
Super built-up  Area,Ready To Move,Marathahalli,2.0,1215.0,2.0,2.0,58.86,4844.444444444444
Super built-up  Area,Under Construction,Marathahalli,2.0,1102.0,2.0,2.0,53.67,4870.235934664247
Super built-up  Area,Ready To Move,Marathahalli,3.0,1900.0,3.0,3.0,123.0,6473.684210526316
Super built-up  Area,Ready To Move,Marathahalli,2.0,1045.0,2.0,3.0,60.0,5741.626794258374
Super built-up  Area,Ready To Move,Marathahalli,2.0,1365.0,2.0,2.0,73.0,5347.985347985348
Super built-up  Area,Ready To Move,Marathahalli,2.0,1208.0,2.0,2.0,70.0,5794.701986754967
Built-up  Area,Ready To Move,Marathahalli,2.0,1325.0,1.0,1.0,92.0,6943.396226415094
Built-up  Area,Ready To Move,Marathahalli,3.0,1525.0,3.0,2.0,90.0,5901.639344262295
Super built-up  Area,Ready To Move,Marathahalli,3.0,1937.0,3.0,2.0,140.0,7227.671657201859
Super built-up  Area,Ready To Move,Marathahalli,2.0,1350.0,2.0,1.0,86.0,6370.37037037037
Super built-up  Area,Under Construction,Marathahalli,2.0,957.0,2.0,1.0,47.0,4911.180773249739
Super built-up  Area,Ready To Move,Marathahalli,2.0,1230.0,2.0,1.0,57.0,4634.146341463415
Super built-up  Area,Ready To Move,Marathahalli,2.0,1200.0,2.0,2.0,58.0,4833.333333333333
Super built-up  Area,Under Construction,Marathahalli,1.0,607.0,1.0,1.0,35.0,5766.062602965404
Super built-up  Area,Ready To Move,Marathahalli,3.0,1583.0,3.0,3.0,109.0,6885.6601389766265
Super built-up  Area,Ready To Move,Marathahalli,2.0,1075.0,2.0,2.0,52.43,4877.209302325581
Super built-up  Area,Ready To Move,Marathahalli,2.0,1360.0,2.0,1.0,103.0,7573.529411764706
Super built-up  Area,Ready To Move,Marathahalli,2.0,1220.0,2.0,1.0,58.5,4795.081967213115
Super built-up  Area,Ready To Move,Marathahalli,2.0,950.0,2.0,1.0,45.68,4808.421052631579
Super built-up  Area,Under Construction,Marathahalli,1.0,615.0,1.0,1.0,44.0,7154.471544715447
Super built-up  Area,Ready To Move,Marathahalli,3.0,1595.0,3.0,2.0,90.0,5642.633228840125
Super built-up  Area,Ready To Move,Marathahalli,2.0,1350.0,2.0,1.0,89.0,6592.592592592592
Super built-up  Area,Ready To Move,Marathahalli,2.0,1020.0,2.0,1.0,57.0,5588.235294117647
Super built-up  Area,Under Construction,Marathahalli,2.0,1600.0,3.0,2.0,88.0,5500.0
Super built-up  Area,Ready To Move,Marathahalli,1.0,780.0,1.0,1.0,55.0,7051.282051282052
Super built-up  Area,Ready To Move,Marathahalli,3.0,1710.0,3.0,2.0,100.0,5847.953216374269
Super built-up  Area,Under Construction,Marathahalli,2.0,1358.0,2.0,1.0,81.0,5964.653902798233
Super built-up  Area,Ready To Move,Marathahalli,2.0,1205.0,2.0,1.0,75.0,6224.066390041494
Super built-up  Area,Ready To Move,Marathahalli,3.0,1730.0,3.0,3.0,110.0,6358.381502890174
Super built-up  Area,Ready To Move,Marathahalli,3.0,1583.0,3.0,3.0,115.0,7264.687302590019
Built-up  Area,Ready To Move,Marathahalli,2.0,1200.0,2.0,1.0,67.0,5583.333333333333
Built-up  Area,Ready To Move,Marathahalli,2.0,1095.0,2.0,1.0,60.0,5479.45205479452
Super built-up  Area,Ready To Move,Marathahalli,2.0,1060.0,2.0,1.0,48.0,4528.301886792453
Built-up  Area,Ready To Move,Marathahalli,2.0,1050.0,2.0,1.0,65.0,6190.476190476191
Super built-up  Area,Ready To Move,Marathahalli,2.0,1102.0,2.0,2.0,53.67,4870.235934664247
Super built-up  Area,Ready To Move,Marathahalli,2.0,1026.0,2.0,1.0,49.95,4868.421052631579
Super built-up  Area,Ready To Move,Marathahalli,2.0,1220.0,2.0,1.0,59.0,4836.065573770492
Super built-up  Area,Under Construction,Marathahalli,2.0,881.0,2.0,1.0,48.06,5455.16458569807
Super built-up  Area,Ready To Move,Marathahalli,3.0,1680.0,3.0,3.0,105.0,6250.0
Super built-up  Area,Ready To Move,Marathahalli,3.0,1910.0,3.0,3.0,119.0,6230.366492146597
Super built-up  Area,Ready To Move,Marathahalli,2.0,1602.0,2.0,2.0,104.0,6491.8851435705365
Super built-up  Area,Under Construction,Marathahalli,1.0,700.0,1.0,1.0,38.0,5428.571428571428
Super built-up  Area,Ready To Move,Marathahalli,3.0,1690.0,3.0,2.0,116.0,6863.905325443787
Super built-up  Area,Ready To Move,Marathahalli,2.0,1065.0,2.0,2.0,55.0,5164.319248826291
Built-up  Area,Ready To Move,Marathahalli,3.0,1693.0,3.0,2.0,125.0,7383.343177790904
Super built-up  Area,Ready To Move,Marathahalli,3.0,1693.0,3.0,1.0,125.0,7383.343177790904
Super built-up  Area,Under Construction,Marathahalli,2.0,1196.0,2.0,2.0,57.9,4841.13712374582
Super built-up  Area,Ready To Move,Marathahalli,3.0,1595.0,3.0,2.0,88.0,5517.241379310345
Super built-up  Area,Under Construction,Marathahalli,3.0,2122.0,3.0,2.0,125.0,5890.66918001885
Super built-up  Area,Ready To Move,Marathahalli,3.0,1730.0,3.0,2.0,115.0,6647.398843930636
Super built-up  Area,Ready To Move,Marathahalli,2.0,1125.0,2.0,3.0,55.0,4888.888888888889
Super built-up  Area,Ready To Move,Marathahalli,3.0,1950.0,3.0,2.0,115.0,5897.4358974358975
Built-up  Area,Ready To Move,Marathahalli,2.0,1250.0,2.0,2.0,68.0,5440.0
Super built-up  Area,Ready To Move,Marathahalli,2.0,1125.0,2.0,2.0,56.8,5048.888888888889
Super built-up  Area,Ready To Move,Marathahalli,2.0,1350.0,2.0,1.0,90.0,6666.666666666667
Super built-up  Area,Ready To Move,Marathahalli,2.0,1200.0,2.0,1.0,53.0,4416.666666666667
Super built-up  Area,Ready To Move,Marathahalli,2.0,957.0,2.0,1.0,47.0,4911.180773249739
Built-up  Area,Ready To Move,Marathahalli,2.0,1350.0,2.0,2.0,60.0,4444.444444444444
Super built-up  Area,Ready To Move,Marathahalli,2.0,1350.0,2.0,1.0,99.0,7333.333333333333
Super built-up  Area,Ready To Move,Marathahalli,2.0,1285.0,2.0,2.0,55.0,4280.155642023346
Super built-up  Area,Under Construction,Marathahalli,2.0,1125.0,2.0,1.0,54.8,4871.111111111111
Built-up  Area,Ready To Move,Marathahalli,3.0,1700.0,3.0,2.0,126.0,7411.764705882353
Super built-up  Area,Ready To Move,Marathahalli,2.0,1270.0,2.0,3.0,73.0,5748.031496062992
Super built-up  Area,Ready To Move,Marathahalli,2.0,950.0,2.0,2.0,46.7,4915.789473684211
Super built-up  Area,Ready To Move,Marathahalli,3.0,1550.0,3.0,2.0,85.0,5483.870967741936
Super built-up  Area,Under Construction,Marathahalli,2.0,1019.0,2.0,2.0,49.86,4893.032384690873
Super built-up  Area,Ready To Move,Marathahalli,2.0,1144.0,2.0,2.0,65.0,5681.818181818182
Super built-up  Area,Ready To Move,Marathahalli,2.0,1240.0,2.0,2.0,55.0,4435.4838709677415
Built-up  Area,Ready To Move,Marathahalli,1.0,1100.0,2.0,2.0,75.0,6818.181818181818
Built-up  Area,Ready To Move,Marathahalli,2.0,1156.0,2.0,2.0,52.0,4498.269896193771
Super built-up  Area,Ready To Move,Marathahalli,2.0,1135.0,2.0,2.0,60.0,5286.343612334802
Super built-up  Area,Ready To Move,Marathahalli,3.0,1839.0,3.0,2.0,130.0,7069.0592713431215
Super built-up  Area,Under Construction,Marathahalli,2.0,1170.0,2.0,2.0,85.0,7264.957264957265
Super built-up  Area,Under Construction,Marathahalli,3.0,1108.0,2.0,1.0,60.0,5415.162454873646
Super built-up  Area,Ready To Move,Marathahalli,3.0,1449.0,3.0,2.0,110.0,7591.44237405107
Super built-up  Area,Ready To Move,Marathahalli,2.0,1360.0,2.0,1.0,101.0,7426.470588235294
Super built-up  Area,Ready To Move,Marathahalli,2.0,1026.0,2.0,1.0,50.18,4890.83820662768
Built-up  Area,Ready To Move,Marathahalli,2.0,1270.0,2.0,2.0,80.0,6299.212598425197
Super built-up  Area,Ready To Move,Marathahalli,2.0,1100.0,2.0,1.0,50.0,4545.454545454545
Super built-up  Area,Ready To Move,Marathahalli,2.0,1196.0,2.0,2.0,57.95,4845.3177257525085
Built-up  Area,Ready To Move,Marathahalli,3.0,1485.0,2.0,2.0,90.0,6060.606060606061
Super built-up  Area,Under Construction,Marathahalli,2.0,1146.0,2.0,1.0,69.0,6020.942408376964
Plot  Area,Ready To Move,Margondanahalli,2.0,1090.0,2.0,0.0,58.0,5321.100917431193
Plot  Area,Ready To Move,Margondanahalli,2.0,1200.0,2.0,1.0,58.5,4875.0
Plot  Area,Ready To Move,Margondanahalli,2.0,1200.0,2.0,0.0,67.0,5583.333333333333
Plot  Area,Ready To Move,Margondanahalli,2.0,1000.0,2.0,0.0,57.0,5700.0
Plot  Area,Ready To Move,Margondanahalli,2.0,600.0,2.0,0.0,35.0,5833.333333333333
Plot  Area,Under Construction,Margondanahalli,2.0,1200.0,2.0,0.0,69.0,5750.0
Plot  Area,Ready To Move,Margondanahalli,2.0,900.0,2.0,0.0,49.0,5444.444444444444
Built-up  Area,Ready To Move,Margondanahalli,2.0,1140.0,2.0,1.0,60.0,5263.1578947368425
Plot  Area,Ready To Move,Margondanahalli,2.0,1100.0,2.0,1.0,55.0,5000.0
Plot  Area,Ready To Move,Margondanahalli,2.0,1152.0,1.0,0.0,66.0,5729.166666666667
Plot  Area,Ready To Move,Margondanahalli,2.0,1200.0,2.0,1.0,65.0,5416.666666666667
Plot  Area,Under Construction,Margondanahalli,2.0,1050.0,2.0,0.0,58.0,5523.809523809524
Plot  Area,Ready To Move,Margondanahalli,2.0,1160.0,2.0,1.0,65.0,5603.448275862069
Super built-up  Area,Under Construction,Margondanahalli,2.0,1334.0,2.0,1.0,67.76,5079.460269865068
Super built-up  Area,Ready To Move,Mico Layout,3.0,1550.0,2.0,2.0,65.0,4193.548387096775
Super built-up  Area,Ready To Move,Mico Layout,2.0,1125.0,2.0,2.0,40.0,3555.555555555556
Super built-up  Area,Ready To Move,Mico Layout,2.0,1190.0,2.0,2.0,39.25,3298.3193277310925
Super built-up  Area,Ready To Move,Mico Layout,1.0,800.0,1.0,1.0,29.5,3687.5
Super built-up  Area,Under Construction,Mico Layout,3.0,1250.0,2.0,2.0,44.0,3520.0
Super built-up  Area,Under Construction,Mico Layout,2.0,1171.0,2.0,2.0,39.0,3330.486763450043
Built-up  Area,Ready To Move,Mico Layout,2.0,1200.0,2.0,1.0,53.5,4458.333333333333
Super built-up  Area,Ready To Move,Mico Layout,3.0,1670.0,3.0,2.0,59.0,3532.934131736527
Super built-up  Area,Ready To Move,Mico Layout,2.0,1140.0,2.0,2.0,43.0,3771.929824561404
Built-up  Area,Ready To Move,Munnekollal,2.0,1170.0,2.0,2.0,52.0,4444.444444444444
Super built-up  Area,Under Construction,Munnekollal,2.0,1102.0,2.0,2.0,53.67,4870.235934664247
Built-up  Area,Ready To Move,Munnekollal,3.0,1390.0,3.0,2.0,68.0,4892.086330935252
Super built-up  Area,Ready To Move,Munnekollal,2.0,1200.0,2.0,2.0,49.5,4125.0
Super built-up  Area,Under Construction,Munnekollal,2.0,950.0,2.0,1.0,46.5,4894.736842105263
Built-up  Area,Ready To Move,Munnekollal,3.0,1560.0,3.0,3.0,75.0,4807.692307692308
Super built-up  Area,Ready To Move,Munnekollal,3.0,1750.0,3.0,3.0,86.5,4942.857142857143
Super built-up  Area,Under Construction,Munnekollal,3.0,1385.0,2.0,2.0,66.5,4801.444043321299
Built-up  Area,Ready To Move,Munnekollal,2.0,1080.0,2.0,2.0,45.0,4166.666666666667
Built-up  Area,Ready To Move,Munnekollal,2.0,1170.0,2.0,2.0,59.0,5042.735042735043
Super built-up  Area,Under Construction,Munnekollal,3.0,1200.0,2.0,1.0,57.9,4825.0
Super built-up  Area,Under Construction,Munnekollal,2.0,1030.0,2.0,1.0,50.36,4889.320388349514
Built-up  Area,Ready To Move,Murugeshpalya,2.0,1296.0,2.0,2.0,81.0,6250.0
Super built-up  Area,Ready To Move,Murugeshpalya,3.0,1550.0,3.0,2.0,74.0,4774.193548387097
Super built-up  Area,Ready To Move,Murugeshpalya,3.0,1845.0,3.0,3.0,91.0,4932.249322493225
Super built-up  Area,Ready To Move,Murugeshpalya,2.0,1185.0,2.0,1.0,85.0,7172.995780590717
Super built-up  Area,Under Construction,Murugeshpalya,2.0,1225.0,2.0,2.0,48.0,3918.367346938776
Super built-up  Area,Ready To Move,Murugeshpalya,3.0,1930.0,3.0,3.0,75.0,3886.010362694301
Super built-up  Area,Ready To Move,Murugeshpalya,3.0,1600.0,2.0,1.0,65.0,4062.5
Super built-up  Area,Ready To Move,Murugeshpalya,3.0,1344.0,2.0,0.0,56.0,4166.666666666667
Super built-up  Area,Ready To Move,Murugeshpalya,3.0,1500.0,2.0,0.0,70.0,4666.666666666667
Super built-up  Area,Ready To Move,Murugeshpalya,3.0,1855.0,3.0,3.0,96.0,5175.202156334231
Super built-up  Area,Ready To Move,Murugeshpalya,2.0,1175.0,2.0,2.0,75.0,6382.978723404255
Super built-up  Area,Ready To Move,Mysore Road,2.0,1175.0,2.0,2.0,73.5,6255.31914893617
Super built-up  Area,Under Construction,Mysore Road,3.0,1710.0,4.0,2.0,91.31,5339.766081871345
Super built-up  Area,Ready To Move,Mysore Road,2.0,1020.0,2.0,1.0,48.95,4799.019607843137
Super built-up  Area,Under Construction,Mysore Road,2.0,1175.0,2.0,1.0,73.5,6255.31914893617
Super built-up  Area,Ready To Move,Mysore Road,2.0,1070.0,2.0,1.0,45.0,4205.607476635514
Super built-up  Area,Ready To Move,Mysore Road,2.0,1239.0,2.0,1.0,53.0,4277.643260694108
Super built-up  Area,Ready To Move,Mysore Road,2.0,1060.0,2.0,1.0,62.0,5849.056603773585
Super built-up  Area,Under Construction,Mysore Road,2.0,980.0,2.0,1.0,45.47,4639.7959183673465
Super built-up  Area,Ready To Move,Mysore Road,2.0,883.0,2.0,1.0,40.0,4530.011325028313
Super built-up  Area,Ready To Move,Mysore Road,3.0,1525.0,3.0,2.0,96.0,6295.081967213115
Super built-up  Area,Under Construction,Mysore Road,2.0,1200.0,2.0,3.0,65.0,5416.666666666667
Super built-up  Area,Ready To Move,Mysore Road,2.0,883.0,2.0,1.0,40.95,4637.599093997736
Super built-up  Area,Under Construction,Mysore Road,2.0,1070.0,2.0,1.0,49.65,4640.186915887851
Built-up  Area,Ready To Move,Mysore Road,2.0,883.0,2.0,1.0,50.0,5662.514156285391
Super built-up  Area,Ready To Move,Mysore Road,2.0,1155.0,2.0,1.0,51.0,4415.584415584415
Super built-up  Area,Ready To Move,Mysore Road,2.0,1003.0,2.0,1.0,43.0,4287.138584247258
Super built-up  Area,Ready To Move,Mysore Road,2.0,1237.0,2.0,2.0,73.0,5901.3742926434925
Super built-up  Area,Ready To Move,Mysore Road,2.0,883.0,2.0,1.0,45.0,5096.262740656852
Super built-up  Area,Ready To Move,Mysore Road,2.0,1170.0,2.0,2.0,65.0,5555.555555555556
Super built-up  Area,Under Construction,Mysore Road,2.0,1029.5,2.0,0.0,50.855,4939.776590577951
Super built-up  Area,Under Construction,Mysore Road,2.0,940.0,2.0,1.0,43.61,4639.36170212766
Super built-up  Area,Ready To Move,Mysore Road,2.0,1020.0,2.0,2.0,48.95,4799.019607843137
Super built-up  Area,Ready To Move,Mysore Road,3.0,1568.0,2.0,2.0,100.0,6377.551020408163
Super built-up  Area,Under Construction,Mysore Road,3.0,1560.0,2.0,2.0,83.3,5339.74358974359
Built-up  Area,Ready To Move,Mysore Road,2.0,1175.0,2.0,2.0,70.5,6000.0
Super built-up  Area,Ready To Move,Mysore Road,3.0,1080.0,2.0,1.0,60.0,5555.555555555556
Super built-up  Area,Under Construction,Mysore Road,2.0,883.0,2.0,1.0,37.0,4190.260475651189
Super built-up  Area,Ready To Move,NGR Layout,2.0,1020.0,2.0,1.0,45.9,4500.0
Super built-up  Area,Ready To Move,NGR Layout,2.0,1105.0,2.0,2.0,49.73,4500.452488687783
Super built-up  Area,Ready To Move,NGR Layout,2.0,1022.0,2.0,1.0,45.9,4491.19373776908
Super built-up  Area,Ready To Move,NGR Layout,2.0,1020.0,2.0,1.0,45.0,4411.764705882353
Super built-up  Area,Ready To Move,NGR Layout,2.0,1019.0,2.0,1.0,45.9,4504.41609421001
Super built-up  Area,Ready To Move,NGR Layout,2.0,1020.0,2.0,1.0,46.0,4509.803921568628
Super built-up  Area,Ready To Move,NGR Layout,2.0,1021.0,2.0,2.0,46.0,4505.386875612145
Super built-up  Area,Ready To Move,NGR Layout,2.0,1021.0,2.0,2.0,45.9,4495.592556317336
Super built-up  Area,Ready To Move,NRI Layout,3.0,1565.0,2.0,2.0,75.0,4792.332268370607
Super built-up  Area,Under Construction,NRI Layout,2.0,1125.0,2.0,2.0,45.56,4049.777777777778
Built-up  Area,Ready To Move,NRI Layout,4.0,2150.0,4.0,2.0,115.0,5348.837209302325
Plot  Area,Ready To Move,NRI Layout,2.0,1250.0,2.0,0.0,75.0,6000.0
Built-up  Area,Ready To Move,NRI Layout,3.0,1789.0,3.0,3.0,75.0,4192.286193404137
Super built-up  Area,Ready To Move,NRI Layout,3.0,1731.0,3.0,3.0,64.11,3703.639514731369
Plot  Area,Ready To Move,NRI Layout,2.0,2400.0,2.0,1.0,125.0,5208.333333333333
Built-up  Area,Ready To Move,Nagarbhavi,3.0,1630.0,2.0,1.0,98.0,6012.269938650306
Built-up  Area,Ready To Move,Nagarbhavi,3.0,2400.0,3.0,0.0,160.0,6666.666666666667
Super built-up  Area,Ready To Move,Nagarbhavi,1.0,884.0,2.0,2.0,36.0,4072.398190045249
Super built-up  Area,Ready To Move,Nagarbhavi,2.0,1055.0,2.0,2.0,55.0,5213.270142180095
Super built-up  Area,Ready To Move,Nagarbhavi,2.0,1223.0,2.0,1.0,60.0,4905.968928863451
Built-up  Area,Ready To Move,Nagarbhavi,2.0,956.0,2.0,1.0,49.0,5125.523012552301
Built-up  Area,Ready To Move,Nagarbhavi,3.0,1400.0,2.0,1.0,85.0,6071.428571428572
Super built-up  Area,Ready To Move,Nagarbhavi,2.0,1145.0,2.0,2.0,40.0,3493.4497816593885
Carpet  Area,Ready To Move,Nagarbhavi,1.0,300.0,1.0,1.0,20.0,6666.666666666667
Built-up  Area,Ready To Move,Nagarbhavi,1.0,710.0,2.0,2.0,40.0,5633.802816901409
Super built-up  Area,Ready To Move,Nagarbhavi,2.0,1212.0,2.0,2.0,50.0,4125.412541254125
Super built-up  Area,Ready To Move,Nagarbhavi,2.0,1020.0,2.0,2.0,55.0,5392.156862745098
Super built-up  Area,Ready To Move,Nagarbhavi,2.0,1120.0,2.0,3.0,53.0,4732.142857142857
Super built-up  Area,Ready To Move,Nagarbhavi,2.0,1146.0,2.0,1.0,50.0,4363.001745200698
Super built-up  Area,Ready To Move,Nagarbhavi,2.0,1190.0,2.0,2.0,63.0,5294.117647058823
Built-up  Area,Ready To Move,Nagarbhavi,2.0,1050.0,2.0,1.0,80.0,7619.047619047619
Super built-up  Area,Ready To Move,Nagarbhavi,2.0,1100.0,2.0,2.0,46.2,4200.0
Super built-up  Area,Ready To Move,Nagarbhavi,2.0,1080.0,2.0,1.0,49.0,4537.037037037037
Super built-up  Area,Ready To Move,Nagarbhavi,2.0,1225.0,2.0,3.0,58.0,4734.693877551021
Super built-up  Area,Ready To Move,Nagasandra,2.0,980.0,2.0,1.0,48.0,4897.959183673469
Super built-up  Area,Ready To Move,Nagasandra,4.0,2400.0,4.0,1.0,145.0,6041.666666666667
Super built-up  Area,Ready To Move,Nagasandra,3.0,1650.0,3.0,2.0,95.0,5757.575757575758
Plot  Area,Ready To Move,Nagasandra,2.0,1500.0,2.0,0.0,91.0,6066.666666666667
Plot  Area,Ready To Move,Nagavara,1.0,400.0,1.0,0.0,14.0,3500.0
Super built-up  Area,Ready To Move,Nagavara,4.0,2172.65,3.0,3.0,120.0,5523.208984419948
Built-up  Area,Ready To Move,Nagavara,2.0,936.0,2.0,0.0,40.2,4294.871794871795
Super built-up  Area,Ready To Move,Nagavara,2.0,1125.0,2.0,2.0,44.5,3955.555555555556
Built-up  Area,Ready To Move,Nagavara,2.0,1315.0,2.0,2.0,70.0,5323.19391634981
Super built-up  Area,Ready To Move,Nagavara,2.0,1077.0,2.0,1.0,50.0,4642.525533890436
Super built-up  Area,Ready To Move,Nagavara,2.0,1110.0,2.0,2.0,44.95,4049.5495495495497
Super built-up  Area,Ready To Move,Nagavara,2.0,1247.0,2.0,1.0,58.56,4696.07056936648
Super built-up  Area,Under Construction,Nagavarapalya,2.0,1392.0,2.0,1.0,99.0,7112.068965517241
Super built-up  Area,Ready To Move,Nagavarapalya,1.0,705.0,1.0,1.0,52.5,7446.808510638298
Super built-up  Area,Ready To Move,Nagavarapalya,3.0,1300.0,3.0,1.0,80.0,6153.846153846154
Super built-up  Area,Ready To Move,Nagavarapalya,1.0,705.0,1.0,1.0,57.0,8085.106382978724
Super built-up  Area,Ready To Move,Nagavarapalya,1.0,705.0,1.0,1.0,55.0,7801.418439716312
Super built-up  Area,Under Construction,Nagavarapalya,1.0,705.0,1.0,1.0,57.0,8085.106382978724
Super built-up  Area,Ready To Move,Nagavarapalya,2.0,1335.0,2.0,3.0,110.0,8239.700374531834
Super built-up  Area,Ready To Move,Nagavarapalya,2.0,1260.0,2.0,2.0,85.5,6785.714285714285
Super built-up  Area,Ready To Move,Neeladri Nagar,2.0,1053.0,2.0,1.0,45.0,4273.504273504273
Super built-up  Area,Ready To Move,Neeladri Nagar,2.0,1363.0,2.0,2.0,68.0,4988.994864269993
Super built-up  Area,Ready To Move,Neeladri Nagar,1.0,674.0,1.0,1.0,21.0,3115.727002967359
Built-up  Area,Ready To Move,Neeladri Nagar,1.0,527.0,1.0,0.0,26.0,4933.586337760911
Super built-up  Area,Ready To Move,Neeladri Nagar,3.0,1167.0,2.0,1.0,38.0,3256.212510711225
Super built-up  Area,Ready To Move,Neeladri Nagar,2.0,1060.0,2.0,0.0,35.0,3301.8867924528304
Built-up  Area,Ready To Move,Neeladri Nagar,1.0,640.0,1.0,1.0,20.5,3203.125
Super built-up  Area,Under Construction,Neeladri Nagar,2.0,1105.0,2.0,2.0,30.0,2714.9321266968327
Super built-up  Area,Ready To Move,Neeladri Nagar,2.0,1100.0,2.0,2.0,30.0,2727.2727272727275
Super built-up  Area,Ready To Move,Neeladri Nagar,3.0,2111.0,3.0,2.0,103.0,4879.204168640455
Super built-up  Area,Ready To Move,Nehru Nagar,3.0,1775.0,3.0,3.0,110.0,6197.183098591549
Super built-up  Area,Ready To Move,Nehru Nagar,4.0,2342.0,3.0,2.0,115.0,4910.333048676345
Super built-up  Area,Ready To Move,Nehru Nagar,2.0,967.0,2.0,2.0,41.1,4250.258531540848
Built-up  Area,Ready To Move,Nehru Nagar,3.0,1374.0,3.0,2.0,72.0,5240.174672489083
Super built-up  Area,Ready To Move,Nehru Nagar,3.0,1674.0,3.0,2.0,90.0,5376.344086021505
Super built-up  Area,Ready To Move,Nehru Nagar,3.0,1269.0,2.0,2.0,63.0,4964.539007092199
Super built-up  Area,Ready To Move,Nehru Nagar,2.0,1100.0,2.0,2.0,50.0,4545.454545454545
Super built-up  Area,Ready To Move,Nehru Nagar,3.0,1674.0,3.0,2.0,81.0,4838.709677419355
Built-up  Area,Ready To Move,OMBR Layout,2.0,1078.0,2.0,3.0,65.0,6029.684601113173
Super built-up  Area,Ready To Move,OMBR Layout,2.0,1101.0,2.0,2.0,65.5,5949.13714804723
Super built-up  Area,Ready To Move,OMBR Layout,2.0,1041.0,2.0,2.0,65.5,6292.026897214217
Super built-up  Area,Ready To Move,OMBR Layout,2.0,1300.0,2.0,2.0,80.0,6153.846153846154
Super built-up  Area,Ready To Move,OMBR Layout,2.0,1085.0,2.0,1.0,64.0,5898.617511520737
Super built-up  Area,Ready To Move,OMBR Layout,3.0,1855.0,3.0,2.0,145.0,7816.711590296496
Super built-up  Area,Ready To Move,OMBR Layout,2.0,1050.0,2.0,3.0,48.0,4571.428571428572
Super built-up  Area,Ready To Move,OMBR Layout,2.0,1165.0,2.0,2.0,88.5,7596.56652360515
Super built-up  Area,Ready To Move,OMBR Layout,2.0,1101.0,2.0,2.0,66.0,5994.550408719346
Super built-up  Area,Ready To Move,Old Airport Road,2.0,1206.0,2.0,3.0,75.0,6218.905472636816
Super built-up  Area,Under Construction,Old Airport Road,2.0,1655.0,2.0,1.0,97.65,5900.302114803625
Super built-up  Area,Ready To Move,Old Airport Road,2.0,1075.0,2.0,2.0,60.0,5581.395348837209
Built-up  Area,Ready To Move,Old Airport Road,3.0,1858.0,2.0,1.0,167.0,8988.15931108719
Super built-up  Area,Ready To Move,Old Airport Road,2.0,1150.0,2.0,1.0,90.0,7826.086956521739
Super built-up  Area,Ready To Move,Old Airport Road,2.0,946.0,2.0,2.0,58.0,6131.07822410148
Super built-up  Area,Ready To Move,Old Airport Road,2.0,1145.0,2.0,2.0,75.0,6550.218340611354
Super built-up  Area,Ready To Move,Old Airport Road,3.0,1798.0,3.0,2.0,150.0,8342.602892102335
Super built-up  Area,Ready To Move,Old Airport Road,2.0,1184.0,2.0,1.0,78.0,6587.8378378378375
Built-up  Area,Ready To Move,Old Airport Road,2.0,1055.0,2.0,3.0,75.0,7109.004739336493
Super built-up  Area,Under Construction,Old Madras Road,3.0,1425.0,2.0,2.0,94.0,6596.491228070176
Super built-up  Area,Under Construction,Old Madras Road,2.0,935.0,2.0,1.0,45.0,4812.834224598931
Super built-up  Area,Ready To Move,Old Madras Road,3.0,1720.0,3.0,2.0,100.0,5813.953488372093
Super built-up  Area,Under Construction,Old Madras Road,2.0,1200.0,2.0,1.0,72.0,6000.0
Super built-up  Area,Under Construction,Old Madras Road,2.0,1225.0,2.0,1.0,53.55,4371.428571428572
Super built-up  Area,Ready To Move,Old Madras Road,2.0,1100.0,2.0,1.0,70.0,6363.636363636364
Super built-up  Area,Under Construction,Old Madras Road,2.0,1171.0,2.0,2.0,75.0,6404.782237403928
Super built-up  Area,Under Construction,Old Madras Road,2.0,1065.0,2.0,1.0,47.86,4493.896713615023
Super built-up  Area,Ready To Move,Old Madras Road,4.0,2010.0,3.0,2.0,125.0,6218.905472636816
Super built-up  Area,Ready To Move,Old Madras Road,3.0,1480.0,2.0,2.0,84.0,5675.675675675676
Super built-up  Area,Ready To Move,Old Madras Road,2.0,1210.0,2.0,1.0,74.0,6115.702479338843
Super built-up  Area,Ready To Move,Old Madras Road,2.0,1171.0,2.0,2.0,72.0,6148.590947907771
